"","state","county_name","population","total_votes","proportion_democrat","tercile"
"391","GEORGIA","CLINCH",NA,2852,0.261921458625526,1
"392","GEORGIA","COBB",NA,387305,0.572794051199959,-1
"393","GEORGIA","COFFEE",NA,15089,0.298959506925575,1
"394","GEORGIA","COLQUITT",NA,15964,0.262277624655475,1
"395","GEORGIA","COLUMBIA",NA,79249,0.368913172405961,1
"396","GEORGIA","COOK",NA,6959,0.295875844230493,1
"397","GEORGIA","COWETA",NA,75711,0.319768593731426,1
"398","GEORGIA","CRAWFORD",NA,6043,0.267251365215952,1
"399","GEORGIA","CRISP",NA,7973,0.374513984698357,1
"400","GEORGIA","DADE",NA,7327,0.172103180019107,1
"401","GEORGIA","DAWSON",NA,15884,0.156509695290859,1
"402","GEORGIA","DECATUR",NA,11538,0.414283237996186,1
"403","GEORGIA","DEKALB",NA,366600,0.840771958537916,-1
"404","GEORGIA","DODGE",NA,8014,0.270900923384078,1
"405","GEORGIA","DOOLY",NA,4070,0.46953316953317,0
"406","GEORGIA","DOUGHERTY",NA,35031,0.701578601809826,-1
"407","GEORGIA","DOUGLAS",NA,68260,0.627146205684149,-1
"408","GEORGIA","EARLY",NA,5159,0.472378367900756,0
"409","GEORGIA","ECHOLS",NA,1423,0.117357695010541,1
"410","GEORGIA","EFFINGHAM",NA,31078,0.248407233412704,1
"411","GEORGIA","ELBERT",NA,9105,0.316199890170236,1
"412","GEORGIA","EMANUEL",NA,9435,0.305670376258612,1
"413","GEORGIA","EVANS",NA,4212,0.314339981006648,1
"414","GEORGIA","FANNIN",NA,14740,0.174423337856174,1
"415","GEORGIA","FAYETTE",NA,71017,0.465592745398989,0
